review_id,review,sentiment_label,sentiment_score,identified_themes
1070,"Recently there is big problem when sending to safaricom, telebir, and even to cbebirr wallet could anybody who is responsible fix it, it's very frustrating it's been 5 days and my money hasn't been returned it takes it out of my account but doesn't send it to my mpesa update- they have just corrected it and sent me back the money but still I'm afraid now to send again",NEGATIVE,-0.9991102814674377,Other
1071,better service,POSITIVE,0.9982219338417053,Other
1072,"it,s good app and time manager 👍",POSITIVE,0.9998370409011841,Other
1073,malkaamuu Jiidhaa Namoo,NEGATIVE,-0.9887813329696655,Other
1074,lower system everything,NEGATIVE,-0.9993475079536438,Other
1075,Nice!,POSITIVE,0.999863862991333,Other
1076,Keep it up My CBE,POSITIVE,0.9996104836463928,Other
1077,yes good,POSITIVE,0.9998410940170288,Other
1078,"I was using this app for the last two years with no problems. It stopped working about 3 months ago. when I tried to transfer funds it gives me error ""can't do this transaction. inactive account.""",NEGATIVE,-0.9996353387832642,Transaction Performance
1079,i like everything of this app,POSITIVE,0.9996908903121948,Other
1080,good,POSITIVE,0.9998161196708679,Other
1081,🤬🤬🤬🤬 network 🛜,NEGATIVE,-0.6856120228767395,Other
1082,Best,POSITIVE,0.9997941851615906,Other
1083,CBE is the best financial application and and very dimple to use. I would like to say thank you so much for the developer of application. I really appreciate this app.,POSITIVE,0.9982792139053345,Other
1084,nice,POSITIVE,0.9998552799224854,Other
1085,good job,POSITIVE,0.999835729598999,Other
1086,Good,POSITIVE,0.9998161196708679,Other
1087,it's awesome!!,POSITIVE,0.999871015548706,Other
1088,best,POSITIVE,0.9997941851615906,Other
1089,thankyou every one,POSITIVE,0.9998461008071899,Other
1090,best app,POSITIVE,0.999686598777771,Other
1091,Ronaldo 🇵🇹 🥇,POSITIVE,0.9948287606239319,Other
1092,"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",POSITIVE,0.9998852014541626,Customer Support
1093,"The CBE app has been highly unreliable in recent weeks. It frequently fails to work properly on both Ethio Telecom and Safaricom networks, whether using Wi-Fi or mobile data. This week, the system was down entirely for extended periods, making it very difficult to access banking services. The app only functions intermittently, and the lack of consistency is frustrating. I hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",NEGATIVE,-0.9997394680976868,"Account Access Issues, Feature Requests"
1094,mortuary app,NEGATIVE,-0.7924906611442566,Other
1095,it is smart app but it has stoped after some period of time on my device with out any reason .,NEGATIVE,-0.9961044788360596,Other
1096,amazing app I am used this app for one year,POSITIVE,0.9991408586502075,Other
1097,👍,NEGATIVE,-0.6970561742782593,Other
1098,good app,POSITIVE,0.9998493194580078,Other
1099,i love it 😍😘,POSITIVE,0.9998791217803955,Other
1100,It makes life easy!👌,POSITIVE,0.9993600249290466,Other
1101,its not fast,NEGATIVE,-0.9949808716773987,Other
1102,wow,POSITIVE,0.999592125415802,Other
1103,it is sooo good,POSITIVE,0.9998735189437866,Other
1104,excellent,POSITIVE,0.9998434782028198,Other
1105,ok,POSITIVE,0.9997851252555847,Other
1106,Fantastic,POSITIVE,0.9998743534088135,Other
1107,accessible to using,POSITIVE,0.999116837978363,Account Access Issues
1108,I like it,POSITIVE,0.9998593330383301,Other
1109,good,POSITIVE,0.9998161196708679,Other
1110,why you change default network?,NEGATIVE,-0.9962357878684998,Other
1111,very nice 👍,POSITIVE,0.9998577833175659,Other
1112,nice fast app,POSITIVE,0.999833345413208,Other
1113,best,POSITIVE,0.9997941851615906,Other
1114,how to I get my money,NEGATIVE,-0.9934091567993164,Other
1115,"Very bad, can't even load they need to improve their services.",NEGATIVE,-0.9998165965080261,Other
1116,"Very good app, but please make it reliable . it crashes sometimes .",POSITIVE,0.9649855494499207,Other
1117,very busy I don't know why... I prefer 889,NEGATIVE,-0.9991938471794128,Other
1118,"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",NEGATIVE,-0.9966771602630615,Other
1119,the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,NEGATIVE,-0.9986202716827393,Other
1120,hojii bonsaadha,POSITIVE,0.9568662047386169,Other
1121,ok,POSITIVE,0.9997851252555847,Other
1122,user-friendly apps.because this app is easy.,POSITIVE,0.955450713634491,Other
1123,Awosome!!!,POSITIVE,0.6944929361343384,Other
1124,"Very good app,",POSITIVE,0.9998691082000732,Other
1125,sync problem may 22 2025 but the date stack on may 8 2025 help pls,NEGATIVE,-0.992516815662384,Customer Support
1126,ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,POSITIVE,0.9997020363807678,Other
1127,I hate this app 😒,NEGATIVE,-0.9996378421783447,Other
1128,trustful,POSITIVE,0.9998213648796082,Other
1129,I like,POSITIVE,0.9998149275779724,Other
1130,update issue,POSITIVE,0.5473291873931885,Other
1131,its not working over safari network,NEGATIVE,-0.9991377592086792,Other
1132,oldie,NEGATIVE,-0.6663169860839844,Other
1133,it doesn't work,NEGATIVE,-0.9997813105583191,Other
1134,best,POSITIVE,0.9997941851615906,Other
1135,"This app is good, and we are using it well",POSITIVE,0.999855637550354,Other
1136,ok,POSITIVE,0.9997851252555847,Other
1137,best app,POSITIVE,0.999686598777771,Other
1138,very nice 👌 app for android phone,POSITIVE,0.9994401335716248,Other
1139,good app,POSITIVE,0.9998493194580078,Other
1140,Yes Yes,POSITIVE,0.9997482895851135,Other
1141,በጣም ከርፋፋ,NEGATIVE,-0.7850580215454102,Other
1142,easy to use helpful in my life,POSITIVE,0.9981144666671753,Customer Support
1143,good 👍,POSITIVE,0.9998576641082764,Other
1144,the best mobile banking app,POSITIVE,0.9998278617858887,Other
1145,"this app is very useful app,it saves time,and it is secure",POSITIVE,0.9992597699165344,Other
1146,it's a good application 👍,POSITIVE,0.9998123049736023,Other
1147,the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,NEGATIVE,-0.9997513890266418,"Transaction Performance, Feature Requests"
1148,poor service,NEGATIVE,-0.9996534585952759,Other
1149,amazing,POSITIVE,0.999875545501709,Other
1150,it is reliable and easy to use.,POSITIVE,0.9998389482498169,Other
1151,the most annoying mobile banking app I've ever seen,NEGATIVE,-0.9994208812713623,Other
1152,Cbe mobile banking,POSITIVE,0.8304276466369629,Other
1153,"i can't make Screenshout in this app, please made modification",NEGATIVE,-0.9966920614242554,Other
1154,Best app I loved it,POSITIVE,0.999849796295166,Other
1155,nice app,POSITIVE,0.9998061060905457,Other
1156,wow,POSITIVE,0.999592125415802,Other
1157,Amazing applicatiom sometimes doesnt work!,NEGATIVE,-0.6448798179626465,Other
1158,well satisfied with this beautiful app,POSITIVE,0.9998588562011719,Other
1159,very good,POSITIVE,0.9998520612716675,Other
1160,best app.,POSITIVE,0.999774158000946,Other
1161,good,POSITIVE,0.9998161196708679,Other
1162,"not working,why???",NEGATIVE,-0.9995881915092468,Other
1163,Great impact but why Developer option turnoff if you fix 🙏 🙏 🙏,NEGATIVE,-0.9841781258583069,Feature Requests
1164,excellent,POSITIVE,0.9998434782028198,Other
1165,always disappointing ! especially the iOS one !! some similar local applications are extremely superior to this application!! Really disappointing!,NEGATIVE,-0.9996201992034912,Other
1166,woxe harimo ribiso,NEGATIVE,-0.9374372959136963,Other
1167,good,POSITIVE,0.9998161196708679,Other
1168,"Good ,easy to use",POSITIVE,0.9998592138290405,Other
1169,Good app,POSITIVE,0.9998493194580078,Other
1170,Good job👍,POSITIVE,0.9998576641082764,Other
1171,good,POSITIVE,0.9998161196708679,Other
1172,nice,POSITIVE,0.9998552799224854,Other
1173,"Please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",POSITIVE,0.9939067959785461,"Account Access Issues, Feature Requests"
1174,I have using the CBE mobile banking app. and overall i appreciate its Feuteres However i.ve Notticed that when i turn on the Developer options on my divice the App.Stop Functioning prorerly It.Would Be Great If You could look into This issue as l often need to access Developer setting for Otter Application ThankYou For Your attention to This Matter,NEGATIVE,-0.9474111795425415,"Account Access Issues, Feature Requests"
1175,customer service is bad nothing is good about this bank,NEGATIVE,-0.9996613264083862,Other
1176,It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,NEGATIVE,-0.992915153503418,Other
1177,fast and simple easy to use 👌,POSITIVE,0.9984942674636841,Other
1178,The fastest transferring app I ever had its so reliable,POSITIVE,0.9844427704811096,Transaction Performance
1179,"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",NEGATIVE,-0.9986681938171387,Transaction Performance
1180,it's easy and fast,POSITIVE,0.9995684027671814,Other
1181,This app don't have self activation only you have to look near cbe branch that's disgusting,NEGATIVE,-0.9960438013076782,Other
1182,hello dearest CBE office personnel make some benefits for those using interest free accounts thanks for your help,POSITIVE,0.999572217464447,Customer Support
1183,wow best application ever,POSITIVE,0.9997984766960144,Other
1184,good,POSITIVE,0.9998161196708679,Other
1185,"Am sorry but what does developer mode do to the application ? hack it ? are you sure you are developer or are you stupid, doesnt makes sense,",NEGATIVE,-0.9997019171714783,Other
1186,Best,POSITIVE,0.9997941851615906,Other
1187,the pride of Ethiopian bank 🏦,POSITIVE,0.999118983745575,Other
1188,why the app telling me to turn of developer options please fix it.,NEGATIVE,-0.9990994930267334,Feature Requests
1189,good,POSITIVE,0.9998161196708679,Other
1190,ok,POSITIVE,0.9997851252555847,Other
1191,i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,POSITIVE,0.9976927042007446,Transaction Performance
1192,good,POSITIVE,0.9998161196708679,Other
1193,amazing apps,POSITIVE,0.9998716115951538,Other
1194,All service of Mobile Banking,POSITIVE,0.8924257159233093,Other
1195,needs improvement,NEGATIVE,-0.9966731071472168,Other
1196,i miss the old one i couldn't send my mony to other bank..,NEGATIVE,-0.995843231678009,Other
1197,the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the Dashen Super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. I am considering leaving CBE for good.,NEGATIVE,-0.9984410405158997,Transaction Performance
1198,good but these week not oky,NEGATIVE,-0.9554157853126526,Other
1199,well designed! Fixing bugs & two step verification with biometric... simply it's great!,POSITIVE,0.9998049139976501,User Interface
1200,Good app,POSITIVE,0.9998493194580078,Other
1201,If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,NEGATIVE,-0.9975224137306213,Other
1202,"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",POSITIVE,0.8991121053695679,Transaction Performance
1203,CBE mobilr bankg,POSITIVE,0.8703050017356873,Other
1204,wow,POSITIVE,0.999592125415802,Other
1205,verygood,POSITIVE,0.9988996982574463,Other
1206,ممتاز جدا,NEGATIVE,-0.8031755685806274,Other
1207,it's very low quality application,NEGATIVE,-0.9996594190597534,Other
1208,Very Amazing Apps,POSITIVE,0.9998774528503418,Other
1209,አዛ,NEGATIVE,-0.6970561742782593,Other
1210,wow simple life,POSITIVE,0.9997076392173767,Other
1211,it's nice,POSITIVE,0.9998672008514404,Other
1212,Why stacked sometimes,NEGATIVE,-0.9941051006317139,Other
1213,good app,POSITIVE,0.9998493194580078,Other
1214,nice,POSITIVE,0.9998552799224854,Other
1215,okay 👍 but sometimes busy,NEGATIVE,-0.8515545725822449,Other
1216,the worst commercial company that fails to do even the most normal things again and and again.,NEGATIVE,-0.9997990727424622,Other
1217,Very good app. but disappointed by general cessation of system.,NEGATIVE,-0.9981188178062439,Other
1218,excellent,POSITIVE,0.9998434782028198,Other
1219,good,POSITIVE,0.9998161196708679,Other
1220,Good and fast,POSITIVE,0.9998561143875122,Other
1221,Unreliable!,NEGATIVE,-0.9997379183769226,Other
1222,Best the best fast,POSITIVE,0.9998427629470825,Other
1223,good app,POSITIVE,0.9998493194580078,Other
1224,happy,POSITIVE,0.9998753070831299,Other
1225,fast and reliable,POSITIVE,0.9998595714569092,Other
1226,network errorrrrrr,NEGATIVE,-0.9978076815605164,Other
1227,Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,NEGATIVE,-0.9982808828353882,Feature Requests
1228,its good and simple to use,POSITIVE,0.9998610019683838,Other
1229,worest app like that bank for security and network access,NEGATIVE,-0.9927296042442322,Account Access Issues
1230,it's the best app i,POSITIVE,0.999834418296814,Other
1231,not bad not good,NEGATIVE,-0.9715348482131958,Other
1232,its very nice,POSITIVE,0.9998526573181152,Other
1233,do not work this week,NEGATIVE,-0.9977602958679199,Other
1234,It crashes frequently,NEGATIVE,-0.9993256330490112,Other
1235,the best,POSITIVE,0.9998332262039185,Other
1236,"I can simply describe this app as ""Making all your work easier"".",POSITIVE,0.8382573127746582,Other
1237,goid,NEGATIVE,-0.7087003588676453,Other
1238,best appearance,POSITIVE,0.9996986389160156,Other
1239,it's very good 👍 app,POSITIVE,0.999859094619751,Other
1240,I need support you,NEGATIVE,-0.9881442785263062,Customer Support
1241,the worst Mobile banking i have ever seen in my life,NEGATIVE,-0.9997807145118713,Other
1242,super,POSITIVE,0.998783528804779,Other
1243,ጠጀጨገጀ።ጀገ,NEGATIVE,-0.8337246179580688,Other
1244,i like the app,POSITIVE,0.9994398951530457,Other
1245,the Best,POSITIVE,0.9998332262039185,Other
1246,nice,POSITIVE,0.9998552799224854,Other
1247,good,POSITIVE,0.9998161196708679,Other
1248,good,POSITIVE,0.9998161196708679,Other
1249,to other bank is bad,NEGATIVE,-0.9997149109840393,Other
1250,tank's,NEGATIVE,-0.9855976700782776,Other
1251,its good but add more features such like. bank statement showing,POSITIVE,0.9881664514541626,Feature Requests
1252,it is so nice,POSITIVE,0.9998714923858643,Other
1253,good,POSITIVE,0.9998161196708679,Other
1254,Very Good👍,POSITIVE,0.8243645429611206,Other
1255,"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",NEGATIVE,-0.9995972514152527,Other
1256,"wow, amazing app",POSITIVE,0.9998503923416138,Other
1257,use ful,NEGATIVE,-0.9949980974197388,Other
1258,Great app,POSITIVE,0.999821126461029,Other
1259,well app,POSITIVE,0.9993765950202942,Other
1260,Actually it is inactive,NEGATIVE,-0.9996483325958252,Other
1261,good,POSITIVE,0.9998161196708679,Other
1262,ok,POSITIVE,0.9997851252555847,Other
1263,best app,POSITIVE,0.999686598777771,Other
1264,amazing,POSITIVE,0.999875545501709,Other
1265,I like,POSITIVE,0.9998149275779724,Other
1266,"slow, only one account is used",NEGATIVE,-0.9997527003288269,Transaction Performance
1267,always CBE is the leading Commercial Bank💪💪💪,POSITIVE,0.9975135326385498,Other
1268,i like it,POSITIVE,0.9998593330383301,Other
1269,why removing screenshot feature why?,NEGATIVE,-0.9981147050857544,Feature Requests
1270,nice apps where network is good in connection,POSITIVE,0.9994925260543823,Other
1271,Thank you!!!,POSITIVE,0.9998666048049927,Other
1272,i can't take screenshot,NEGATIVE,-0.9897894263267517,Other
1273,"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",NEGATIVE,-0.9861213564872742,Feature Requests
1274,perfectly special,POSITIVE,0.999879002571106,Other
1275,Fast and Reliable,POSITIVE,0.9998595714569092,Other
1276,good,POSITIVE,0.9998161196708679,Other
1277,The best application I have ever seen in Ethiopia banking industry.,POSITIVE,0.9997448325157166,Other
1278,great app!!!,POSITIVE,0.9998501539230347,Other
1279,because sometimes it doesn't working it load too much,NEGATIVE,-0.9911931157112122,Other
1280,"Absolutely the best app! It works flawlessly, anytime and anywhere.",POSITIVE,0.9998784065246582,Other
1281,ok,POSITIVE,0.9997851252555847,Other
1282,very nice app ever!!!,POSITIVE,0.999826967716217,Other
1283,the best app,POSITIVE,0.9998469352722168,Other
1284,Biometric security for mobile banking is not available,NEGATIVE,-0.9996340274810791,Other
1285,great,POSITIVE,0.9998630285263062,Other
1286,Nice service,POSITIVE,0.9998397827148438,Other
1287,great app,POSITIVE,0.999821126461029,Other
1288,it's special apps,POSITIVE,0.9995416402816772,Other
1289,"In the updated version of the app, it takes more time to download the receipt.",NEGATIVE,-0.9985652565956116,Other
1290,ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,NEGATIVE,-0.9647620320320129,Other
1291,Good 🔥,POSITIVE,0.9998576641082764,Other
1292,very interesting app i am using every day fantastic,POSITIVE,0.9998443126678467,Other
1293,lebaa bank,NEGATIVE,-0.9437295198440552,Other
1294,Can't scan/recognize other banks' Interoperable QR Codes,NEGATIVE,-0.9983273148536682,Other
1295,OK,POSITIVE,0.9997851252555847,Other
1296,grateful app,POSITIVE,0.9998038411140442,Other
1297,100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,POSITIVE,0.9974650144577026,Other
1298,everthing wellbeok,NEGATIVE,-0.7055739760398865,Other
1299,"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",NEGATIVE,-0.9963226318359375,"Account Access Issues, Feature Requests"
1300,nice app 👌,POSITIVE,0.9996724128723145,Other
1301,why did this app is not screenshot,NEGATIVE,-0.9989493489265442,Other
1302,it so good app,POSITIVE,0.999868631362915,Other
1303,the best app,POSITIVE,0.9998469352722168,Other
1304,جميل,POSITIVE,0.9271727204322815,Other
1305,"less network, specially to make fee for utility purpose",NEGATIVE,-0.994688868522644,Other
1306,nice,POSITIVE,0.9998552799224854,Other
1307,simply for used,NEGATIVE,-0.9918003678321838,Other
1308,wow keep up,POSITIVE,0.9998539686203003,Other
1309,its great app but when updating we can't take screen shot please try to fix it,NEGATIVE,-0.9934490323066711,Other
1310,good one,POSITIVE,0.9998288154602051,Other
1311,best app.,POSITIVE,0.999774158000946,Other
1312,everything is easy thank you cebe,POSITIVE,0.9998396635055542,Other
1313,ፈጣን ቀልጣፋ,NEGATIVE,-0.7850580215454102,Other
1314,good,POSITIVE,0.9998161196708679,Other
1315,ok,POSITIVE,0.9997851252555847,Other
1316,ጎበዝ,NEGATIVE,-0.6970561742782593,Other
1317,good app,POSITIVE,0.9998493194580078,Other
1318,but this app says can't sync,NEGATIVE,-0.9988365769386292,Other
1319,waw,NEGATIVE,-0.7346190214157104,Other
1320,to slow,NEGATIVE,-0.9994872808456421,Transaction Performance
1321,work on screen shot system,NEGATIVE,-0.5902628898620605,Other
1322,very very nice aplication,POSITIVE,0.9998292922973633,Other
1323,Good,POSITIVE,0.9998161196708679,Other
1324,wonder full and it is easy to use,POSITIVE,0.9996142387390137,Other
1325,easy and reliable,POSITIVE,0.9998584985733032,Other
1326,good,POSITIVE,0.9998161196708679,Other
1327,it is Very Useful app 👍,POSITIVE,0.994536280632019,Other
1328,very good,POSITIVE,0.9998520612716675,Other
1329,perfect app,POSITIVE,0.9998340606689453,Other
1330,I like it.,POSITIVE,0.9998694658279419,Other
1331,bugs,NEGATIVE,-0.9988303780555725,Other
1332,commerial Bank,NEGATIVE,-0.6810252666473389,Other
1333,Genat biru,NEGATIVE,-0.966159999370575,Other
1334,🙏,NEGATIVE,-0.6970561742782593,Other
1335,it is good but it doesn't allow screen shot,POSITIVE,0.6723121404647827,Other
1336,the best one,POSITIVE,0.9998371601104736,Other
1337,You need to copy many things from other bank apps like Amole(Dashen),NEGATIVE,-0.9967620372772217,Other
1338,bring back the screenshot feature.,POSITIVE,0.9942916631698608,Feature Requests
1339,Good!👍,POSITIVE,0.9998579025268555,Other
1340,best app to experience him that to smooth transaction among the customers,POSITIVE,0.9985142350196838,Transaction Performance
1341,good,POSITIVE,0.9998161196708679,Other
1342,nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,NEGATIVE,-0.9551447033882141,Other
1343,easy to use,POSITIVE,0.9988542795181274,Other
1344,"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",POSITIVE,0.9998189806938171,User Interface
1345,ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,NEGATIVE,-0.8819227814674377,Other
1346,before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,NEGATIVE,-0.9973511695861816,Transaction Performance
1347,cool ❤,POSITIVE,0.9997991919517517,Other
1348,Best app,POSITIVE,0.999686598777771,Other
1349,great app,POSITIVE,0.999821126461029,Other
1350,best banking App,POSITIVE,0.999736487865448,Other
1351,satisfied,POSITIVE,0.9997212290763855,Other
1352,this app is very necessary app many people found it,POSITIVE,0.9980692267417908,Other
1353,cbe very active Bank I'm using CBE app very very satisfaction,POSITIVE,0.989459753036499,Other
1354,It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,POSITIVE,0.9997400641441345,Transaction Performance
1355,excellent,POSITIVE,0.9998434782028198,Other
1356,perfect,POSITIVE,0.9998517036437988,Other
1357,thankyou,POSITIVE,0.9998428821563721,Other
1358,I Like it,POSITIVE,0.9998593330383301,Other
1359,ok,POSITIVE,0.9997851252555847,Other
1360,"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",NEGATIVE,-0.9986600875854492,"Account Access Issues, Feature Requests"
1361,smart app,POSITIVE,0.999789297580719,Other
1362,isin ga'a,POSITIVE,0.7607280015945435,Other
1363,easy to use,POSITIVE,0.9988542795181274,Other
1364,it's great,POSITIVE,0.9998691082000732,Other
1365,very good app and stars faction with work,POSITIVE,0.9998588562011719,Other
1366,It is excelent,POSITIVE,0.9998881816864014,Other
1367,Smart,POSITIVE,0.9998456239700317,Other
1368,በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,NEGATIVE,-0.9570206999778748,Other
1369,very interesting app,POSITIVE,0.9997968077659607,Other
1370,i like it,POSITIVE,0.9998593330383301,Other
1371,wow.......cbe.....keep it up.....!!!!!!,POSITIVE,0.9985969662666321,Other
1372,ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,NEGATIVE,-0.9510265588760376,Other
1373,Excellent🙏app,NEGATIVE,-0.6970561742782593,Other
1374,the most useful,POSITIVE,0.9997223019599915,Other
1375,I am more satisfied in this app . More sure you have to secure.,POSITIVE,0.9787845015525818,Other
1376,Easy to use,POSITIVE,0.9988542795181274,Other
1377,"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",NEGATIVE,-0.9585953950881958,Other
1378,Excellent !!!,POSITIVE,0.9998651742935181,Other
1379,always we relay on,POSITIVE,0.9971832633018494,Other
1380,I'm lucky to have this🙏 thank you CBE.,POSITIVE,0.9997507929801941,Other
1381,it's need more improvement like Tellbirr.,NEGATIVE,-0.999363124370575,Other
1382,goode app,POSITIVE,0.9997406601905823,Other
1383,a very nice app.👍👍👍,POSITIVE,0.9998323917388916,Other
1384,safe easy & fast,POSITIVE,0.9997115731239319,Other
1385,perfect,POSITIVE,0.9998517036437988,Other
1386,it's good app,POSITIVE,0.9998689889907837,Other
1387,nice,POSITIVE,0.9998552799224854,Other
1388,good app,POSITIVE,0.9998493194580078,Other
1389,It is veary useful app but screen shout was impossible .solve this problem,NEGATIVE,-0.9958590865135193,Other
1390,ጥሩ ነው,NEGATIVE,-0.7850580215454102,Other
1391,እጅግ በጣም ጥሩ አፕ,NEGATIVE,-0.8616323471069336,Other
1392,good,POSITIVE,0.9998161196708679,Other
1393,በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,NEGATIVE,-0.9528432488441467,Other
1394,suitable app,POSITIVE,0.9997665286064148,Other
1395,Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,NEGATIVE,-0.9995038509368896,Other
1396,Good,POSITIVE,0.9998161196708679,Other
1397,nice app,POSITIVE,0.9998061060905457,Other
1398,best transaction method of financial,POSITIVE,0.9995972514152527,Transaction Performance
1399,#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,POSITIVE,0.9995881915092468,Other
1400,It literarily don't work at all,NEGATIVE,-0.9995075464248657,Other
1401,good give us plus,POSITIVE,0.9998716115951538,Other
